datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint
dataset1;2;1.25;2.5;4.5;3.75;5.5;1.25
dataset1;3;1.25;3.5;5.5;4.75;6.5;1.25
dataset1;4;1.25;4.5;6.5;5.75;7.5;1.25
dataset1;5;1.25;5.5;7.5;6.75;8.5;1.25
dataset1;1;2.25;1.5;6.0;3.75;7.0;2.25
dataset1;2;2.25;6.25;6.0;8.5;7.0;2.25
dataset1;3;2.25;4.5;3.5;5.5;5.75;2.25
dataset1;4;2.25;4.5;7.25;5.5;9.5;2.25
dataset1;5;2.25;3.85;6.0;6.0;7.0;2.25
dataset1;1;2.5;1.5;3.5;2.5;6.0;2.5
dataset1;2;2.5;7.5;3.5;8.5;6.0;2.5
dataset1;3;2.5;1.5;7.0;2.5;9.5;2.5
dataset1;4;2.5;7.5;7.0;8.5;9.5;2.5
dataset1;5;2.5;4.0;6.0;6.5;7.0;2.5
dataset2;1;1.0;6.0;11.5;7.0;12.5;1.0
dataset2;2;1.0;7.0;10.5;8.0;11.5;1.0
dataset2;3;1.0;8.0;9.5;9.0;10.5;1.0
dataset2;4;1.0;9.0;8.5;10.0;9.5;1.0
dataset2;5;1.0;10.0;7.5;11.0;8.5;1.0
dataset2;1;0.5;10.5;7.0;11.5;7.5;0.5
dataset2;2;0.5;10.5;8.0;11.5;8.5;0.5
dataset2;3;0.5;10.5;9.0;11.5;9.5;0.5
dataset2;4;0.5;10.5;10.0;11.5;10.5;0.5
dataset2;5;0.5;10.5;11.0;11.5;11.5;0.5
dataset2;1;2.0;6.0;7.5;8.0;8.5;2.0
dataset2;2;2.0;10.0;7.5;12.0;8.5;2.0
dataset2;3;2.0;6.0;11.5;8.0;12.5;2.0
dataset2;4;2.0;10.0;11.5;12.0;12.5;2.0
dataset2;5;2.0;8.5;9.0;9.5;11.0;2.0
dataset2;1;1.5;7.5;7.0;8.5;8.5;1.5
dataset2;2;1.5;7.5;8.0;8.5;9.5;1.5
dataset2;3;1.5;7.5;9.0;8.5;10.5;1.5
dataset2;4;1.5;7.5;10.0;8.5;11.5;1.5
dataset2;5;1.5;7.5;11.0;8.5;12.5;1.5
dataset2;1;0.75;6.5;12.25;7.5;13.0;0.75
dataset2;2;0.75;6.5;11.25;7.5;12.0;0.75
dataset2;3;0.75;6.5;10.25;7.5;11.0;0.75
dataset2;4;0.75;6.5;9.25;7.5;10.0;0.75
dataset2;5;0.75;6.5;8.25;7.5;9.0;0.75
dataset2;1;1.75;9.5;11.25;10.5;13.0;1.75
dataset2;2;1.75;9.5;10.25;10.5;12.0;1.75
dataset2;3;1.75;9.5;9.25;10.5;11.0;1.75
dataset2;4;1.75;9.5;8.25;10.5;10.0;1.75
dataset2;5;1.75;9.5;7.25;10.5;9.0;1.75
dataset2;1;0.25;6.25;9.5;6.5;10.5;0.25
dataset2;2;0.25;6.5;9.5;6.75;10.5;0.25
dataset2;3;0.25;11.25;9.5;11.5;10.5;0.25
dataset2;4;0.25;11.5;9.5;11.75;10.5;0.25
dataset2;5;0.25;9.25;9.5;9.5;10.5;0.25
dataset2;1;1.25;5.5;7.0;6.75;8.0;1.25
dataset2;2;1.25;6.5;8.0;7.75;9.0;1.25
dataset2;3;1.25;7.5;9.0;8.75;10.0;1.25
dataset2;4;1.25;8.5;10.0;9.75;11.0;1.25
dataset2;5;1.25;9.5;11.0;10.75;12.0;1.25
dataset2;1;2.25;5.5;9.5;7.75;10.5;2.25
dataset2;2;2.25;10.25;9.5;12.5;10.5;2.25
dataset2;3;2.25;8.5;7.0;9.5;9.25;2.25
dataset2;4;2.25;8.5;10.75;9.5;13.0;2.25
dataset2;5;2.25;7.85;9.5;10.0;10.5;2.25
dataset2;1;2.5;5.5;7.0;7.5;9.5;2.5
dataset2;2;2.5;11.5;7.0;12.5;9.5;2.5
dataset2;3;2.5;5.5;10.5;7.5;13.0;2.5
dataset2;4;2.5;11.5;10.5;12.5;13.0;2.5
dataset2;5;2.5;8.0;9.5;10.5;10.5;2.5
dataset3;1;1.0;10.0;8.0;11.0;9.0;1.0
dataset3;2;1.0;11.0;7.0;12.0;8.0;1.0
dataset3;3;1.0;12.0;6.0;13.0;7.0;1.0
dataset3;4;1.0;13.0;5.0;14.0;6.0;1.0
dataset3;5;1.0;14.0;4.0;15.0;5.0;1.0
dataset3;1;0.5;14.5;3.5;15.5;4.0;0.5
dataset3;2;0.5;14.5;4.5;15.5;5.0;0.5
dataset3;3;0.5;14.5;5.5;15.5;6.0;0.5
dataset3;4;0.5;14.5;6.5;15.5;7.0;0.5
dataset3;5;0.5;14.5;7.5;15.5;8.0;0.5
dataset3;1;2.0;10.0;4.0;12.0;5.0;2.0
dataset3;2;2.0;14.0;4.0;16.0;5.0;2.0
dataset3;3;2.0;10.0;8.0;12.0;9.0;2.0
dataset3;4;2.0;14.0;8.0;16.0;9.0;2.0
dataset3;5;2.0;12.5;5.5;13.5;7.5;2.0
dataset3;1;1.5;11.5;3.5;12.5;5.0;1.5
dataset3;2;1.5;11.5;4.5;12.5;6.0;1.5
dataset3;3;1.5;11.5;5.5;12.5;7.0;1.5
dataset3;4;1.5;11.5;6.5;12.5;8.0;1.5
dataset3;5;1.5;11.5;7.5;12.5;9.0;1.5
dataset3;1;0.75;10.5;8.75;11.5;9.5;0.75
dataset3;2;0.75;10.5;7.75;11.5;8.5;0.75
dataset3;3;0.75;10.5;6.75;11.5;7.5;0.75
dataset3;4;0.75;10.5;5.75;11.5;6.5;0.75
dataset3;5;0.75;10.5;4.75;11.5;5.5;0.75
dataset3;1;1.75;13.5;7.75;14.5;9.5;1.75
dataset3;2;1.75;13.5;6.75;14.5;8.5;1.75
dataset3;3;1.75;13.5;5.75;14.5;7.5;1.75
dataset3;4;1.75;13.5;4.75;14.5;6.5;1.75
dataset3;5;1.75;13.5;3.75;14.5;5.5;1.75
dataset3;1;0.25;10.25;6.0;10.5;7.0;0.25
dataset3;2;0.25;10.5;6.0;10.75;7.0;0.25
dataset3;3;0.25;15.25;6.0;15.5;7.0;0.25
dataset3;4;0.25;15.5;6.0;15.75;7.0;0.25
dataset3;5;0.25;13.25;6.0;13.5;7.0;0.25
dataset3;1;1.25;9.5;3.5;10.75;4.5;1.25
dataset3;2;1.25;10.5;4.5;11.75;5.5;1.25
dataset3;3;1.25;11.5;5.5;12.75;6.5;1.25
dataset3;4;1.25;12.5;6.5;13.75;7.5;1.25
dataset3;5;1.25;13.5;7.5;14.75;8.5;1.25
dataset3;1;2.25;9.5;6.0;11.0;7.0;2.25
dataset3;2;2.25;14.25;6.0;16.5;7.0;2.25
dataset3;3;2.25;12.5;3.5;13.5;5.75;2.25
dataset3;4;2.25;12.5;7.25;13.5;9.5;2.25
dataset3;5;2.25;11.85;6.0;14.0;7.0;2.25
dataset3;1;2.5;9.5;3.5;11.0;6.0;2.5
dataset3;2;2.5;15.5;3.5;16.5;6.0;2.5
dataset3;3;2.5;9.5;7.0;10.5;9.5;2.5
dataset3;4;2.5;15.5;7.0;16.5;9.5;2.5
dataset3;5;2.5;12.0;6.0;14.5;7.0;2.5
dataset4;1;1.0;6.0;15.0;7.0;16.0;1.0
dataset4;2;1.0;7.0;14.0;8.0;15.0;1.0
dataset4;3;1.0;8.0;13.0;9.0;14.0;1.0
dataset4;4;1.0;9.0;12.0;10.0;13.0;1.0
dataset4;5;1.0;10.0;11.0;11.0;12.0;1.0
dataset4;1;0.5;10.5;10.5;11.5;11.0;0.5
dataset4;2;0.5;10.5;11.5;11.5;12.0;0.5
dataset4;3;0.5;10.5;12.5;11.5;13.0;0.5
dataset4;4;0.5;10.5;13.5;11.5;14.0;0.5
dataset4;5;0.5;10.5;14.5;11.5;15.0;0.5
dataset4;1;2.0;6.0;11.0;8.0;12.0;2.0
dataset4;2;2.0;10.0;11.0;12.0;12.0;2.0
dataset4;3;2.0;6.0;15.0;8.0;16.0;2.0
dataset4;4;2.0;10.0;15.0;12.0;16.0;2.0
dataset4;5;2.0;8.5;12.5;9.5;14.5;2.0
dataset4;1;1.5;7.5;10.5;8.5;12.0;1.5
dataset4;2;1.5;7.5;11.5;8.5;13.0;1.5
dataset4;3;1.5;7.5;12.5;8.5;14.0;1.5
dataset4;4;1.5;7.5;13.5;8.5;15.0;1.5
dataset4;5;1.5;7.5;14.5;8.5;16.0;1.5
dataset4;1;0.75;6.5;15.75;7.5;16.5;0.75
dataset4;2;0.75;6.5;14.75;7.5;15.5;0.75
dataset4;3;0.75;6.5;13.75;7.5;14.5;0.75
dataset4;4;0.75;6.5;12.75;7.5;13.5;0.75
dataset4;5;0.75;6.5;11.75;7.5;12.5;0.75
dataset4;1;1.75;9.5;14.75;10.5;16.5;1.75
dataset4;2;1.75;9.5;13.75;10.5;15.5;1.75
dataset4;3;1.75;9.5;12.75;10.5;14.5;1.75
dataset4;4;1.75;9.5;11.75;10.5;13.5;1.75
dataset4;5;1.75;9.5;10.75;10.5;12.5;1.75
dataset4;1;0.25;6.25;13.0;6.5;14.0;0.25
dataset4;2;0.25;6.5;13.0;6.75;14.0;0.25
dataset4;3;0.25;11.25;13.0;11.5;14.0;0.25
dataset4;4;0.25;11.5;13.0;11.75;14.0;0.25
dataset4;5;0.25;9.25;13.0;9.5;14.0;0.25
dataset4;1;1.25;5.5;10.5;6.75;11.5;1.25
dataset4;2;1.25;6.5;11.5;7.75;12.5;1.25
dataset4;3;1.25;7.5;12.5;8.75;13.5;1.25
dataset4;4;1.25;8.5;13.5;9.75;14.5;1.25
dataset4;5;1.25;9.5;14.5;10.75;15.5;1.25
dataset4;1;2.25;5.5;13.0;7.75;14.0;2.25
dataset4;2;2.25;10.25;13.0;12.5;14.0;2.25
dataset4;3;2.25;8.5;10.5;9.5;12.75;2.25
dataset4;4;2.25;8.5;14.25;9.5;16.5;2.25
dataset4;5;2.25;7.85;13.0;10.0;14.0;2.25
dataset4;1;2.5;5.5;10.5;6.5;13.0;2.5
dataset4;2;2.5;11.5;10.5;12.5;13.0;2.5
dataset4;3;2.5;5.5;14.0;6.5;16.5;2.5
dataset4;4;2.5;11.5;14.0;12.5;16.5;2.5
dataset4;5;2.5;8.0;13.0;10.5;14.0;2.5
