datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset14;7;0.05;7.272388375;4.352776841;7.446428226;4.64E+00;0.05
dataset14;8;0.07;7.77498279;6.35307504;7.997510015;6.66764329;0.07
dataset14;9;0.1;3.430690259;4.85435807;3.668435131;5.274977026;0.1
dataset14;10;0.13;2.7493908;4.516177532;3.108287671;4.878398578;0.13
dataset15;1;5.00E-04;8.061967703;3.127575431;8.081697409;3.152917927;5.00E-04
dataset15;2;1.00E-03;6.595479667;4.990372639;6.61148448;5.052853846;1.00E-03
dataset15;3;0.004;3.409570495;3.774471697;3.433057452;3.944778985;0.004
dataset15;4;0.007;3.724434248;2.740814211;3.763375185;2.920573626;0.007
dataset15;5;0.01;1.89391505;2.41232473;1.941707232;2.621563974;0.01
dataset15;6;0.03;6.533963191;4.961491955;6.678134015;5.16957844;0.03
dataset15;7;0.05;4.204589004;1.524636325;4.409048799;1.77E+00;0.05
dataset15;8;0.07;2.367816607;2.585750878;2.520713029;3.04E+00;0.07
dataset15;9;0.1;5.895876463;4.165671373;6.052877444;4.802610068;0.1
dataset15;10;0.13;3.938276169;1.212221529;4.051001679;2.365465373;0.13
dataset16;1;5.00E-04;7.74348937;4.517801184;7.760826854;4.546640431;5.00E-04
dataset16;2;1.00E-03;3.758504857;6.119795042;3.768429885;6.220550425;1.00E-03
dataset16;3;0.004;4.882468592;8.750417522;4.943285899;8.816188274;0.004
dataset16;4;0.007;4.091373464;5.789937761;4.165179541;5.884780901;0.007
dataset16;5;0.01;8.127116282;1.417737992;8.147825819;1.900607312;0.01
dataset16;6;0.03;7.901935897;2.090227184;7.981226113;2.468584076;0.03
dataset16;7;0.05;4.304149195;7.46677968;4.491349579;7.73E+00;0.05
dataset16;8;0.07;3.304782544;8.665181278;3.534075093;8.97E+00;0.07
dataset16;9;0.1;8.218647895;6.627429668;8.423852403;7.114748396;0.1
dataset16;10;0.13;8.23614684;2.410924043;8.460438383;2.990526816;0.13
dataset17;1;5.00E-04;7.46394125;9.838204877;7.474431135;9.88586984;5.00E-04
dataset17;2;1.00E-03;4.231836456;7.064298466;4.242065952;7.162054992;1.00E-03
dataset17;3;0.004;8.277559563;7.141937019;8.313925856;7.251928983;0.004
dataset17;4;0.007;5.34858052;7.631416561;5.391365352;7.795025945;0.007
dataset17;5;0.01;6.92219965;6.322211426;7.021135661;6.423286858;0.01
dataset17;6;0.03;6.110737731;6.513138352;6.192797332;6.878726288;0.03
dataset17;7;0.05;1.477236574;8.709200982;1.53691252;9.55E+00;0.05
dataset17;8;0.07;2.067687848;9.134399471;2.275447941;9.47E+00;0.07
dataset17;9;0.1;6.056335115;8.14190071;6.203324434;8.822222252;0.1
dataset17;10;0.13;6.621571082;5.446050451;6.908554102;5.899038923;0.13
dataset18;1;5.00E-04;2.193499529;5.175401375;2.204520541;5.22076926;5.00E-04
dataset18;2;1.00E-03;2.803645752;3.933385615;2.815471902;4.01794399;1.00E-03
dataset18;3;0.004;9.463751865;3.427181016;9.498079241;3.543706091;0.004
dataset18;4;0.007;8.35298498;2.800593402;8.380466264;3.055312212;0.007
dataset18;5;0.01;2.810879934;4.573539718;2.908773058;4.675691939;0.01
dataset18;6;0.03;2.328609289;3.120753469;2.459102147;3.350651107;0.03
dataset18;7;0.05;1.132274763;3.697168219;1.210554805;4.34E+00;0.05
dataset18;8;0.07;2.637343347;3.722322761;2.88767859;4.00E+00;0.07
dataset18;9;0.1;9.715472312;4.830099552;9.803967346;5.960106467;0.045324683
dataset18;10;0.13;9.066159975;3.165613836;9.398105629;3.557244208;0.13
dataset19;1;5.00E-04;8.024495613;9.229427626;8.038283266;9.265691957;5.00E-04
dataset19;2;1.00E-03;7.506165076;6.797884146;7.51264683;6.952163374;1.00E-03
dataset19;3;0.004;7.296235776;1.829781149;7.314990455;2.043061263;0.004
dataset19;4;0.007;9.29713316;3.399989954;9.363892296;3.504844516;0.007
dataset19;5;0.01;9.231733113;9.632393533;9.318605074;9.747505474;0.01
dataset19;6;0.03;7.751346329;5.127788176;7.820910103;5.559047123;0.03
dataset19;7;0.05;8.500645267;5.760915382;8.614429725;6.20E+00;0.05
dataset19;8;0.07;7.852140899;1.834433736;8.019491237;2.25E+00;0.07
dataset19;9;0.1;7.766031357;3.158519841;7.836836147;4.570853661;0.1
dataset19;10;0.13;7.273508836;5.892320788;7.496715016;6.474741938;0.13
dataset20;1;5.00E-04;5.971913071;4.76050305;5.977908816;4.843895515;5.00E-04
dataset20;2;0.001;7.992935241;8.291338438;8.008663087;8.354919938;0.001
dataset20;3;0.004;6.93308012;0.253478005;6.948345339;0.515511595;0.004
dataset20;4;0.007;5.65815133;5.815678189;5.675357332;6.222512978;0.007
dataset20;5;0.01;3.521900085;8.491505742;3.588879003;8.640806453;0.01
dataset20;6;0.03;4.699309809;7.04788559;4.76983835;7.473245304;0.03
dataset20;7;0.05;7.216321422;2.071358736;7.432821826;2.30E+00;0.05
dataset20;8;0.07;5.242216412;0.215195836;5.32007979;1.114206409;0.07
dataset20;9;0.1;3.420380425;3.489920655;3.560262094;4.204810609;0.1
dataset20;10;0.13;6.120705725;0.090617029;6.397705516;0.559931464;0.13
dataset21;1;5.00E-04;7.132891218;3.260844594;7.14120159;3.321010375;5.00E-04
dataset21;2;0.001;2.864551653;1.926396513;2.882332563;1.982636604;0.001
dataset21;3;0.004;5.155276446;2.341445243;5.178724744;2.512033319;0.004
dataset21;4;0.007;6.395461183;4.529054616;6.47292849;4.619415314;0.007
dataset21;5;0.01;8.431839772;4.77187776;8.477813779;4.989391977;0.01
dataset21;6;0.03;4.803089164;3.443380751;4.918157732;3.704094866;0.03
dataset21;7;0.05;7.487696933;1.966322958;7.584343435;2.48E+00;0.05
dataset21;8;0.07;6.578781032;4.369516594;6.753151356;4.770961053;0.07
dataset21;9;0.1;6.798412526;1.214073943;6.97211616;1.789767136;0.1
dataset21;10;0.13;7.149668451;7.213118275;7.248504432;8.528428743;0.126165002
dataset22;1;5.00E-04;2.041824505;7.165073953;2.047703941;7.250116121;5.00E-04
dataset22;2;1.00E-03;1.743792268;6.940470829;1.760202189;7.001409575;1.00E-03
dataset22;3;0.004;1.369674304;4.825341331;1.408093079;4.929457092;0.004
dataset22;4;0.007;1.981087922;5.379305595;2.040959052;5.496223381;0.007
dataset22;5;0.01;1.568462232;3.824338051;1.626657143;3.996174383;0.01
dataset22;6;0.03;2.369352622;5.951349049;2.471696077;6.244479665;0.03
dataset22;7;0.05;2.448222991;5.097503667;2.567187343;5.52E+00;0.05
dataset22;8;0.07;2.447778974;6.763412188;2.571338914;7.33E+00;0.07
dataset22;9;0.1;1.968536613;3.032177138;2.268981118;3.365017309;0.1
dataset22;10;0.13;1.806564922;3.150922343;2.157919862;3.520918564;0.13
dataset23;1;5.00E-04;7.048590739;0.687447882;7.055041225;0.764961419;5.00E-04
dataset23;2;1.00E-03;9.064577216;2.403873669;9.093726085;2.438180318;1.00E-03
dataset23;3;0.004;6.742308249;2.707988648;6.799267883;2.778213819;0.004
dataset23;4;0.007;5.462584944;0.949361672;5.51034234;1.095935828;0.007
dataset23;5;0.01;8.263022846;1.219153772;8.315057688;1.411332697;0.01
dataset23;6;0.03;7.859615191;1.078741694;8.01207912;1.275509547;0.03
dataset23;7;0.05;6.445766819;3.030284175;6.578698017;3.41E+00;0.036636914
dataset23;8;0.07;5.365789311;0.577644585;5.555133252;9.47E-01;0.07
dataset23;9;0.1;6.905731158;1.212659074;7.037038237;1.974232638;0.1
dataset23;10;0.13;6.398246752;2.306375316;6.666917274;2.790239341;0.13
dataset24;1;5.00E-04;4.316268889;8.099170302;4.331157109;8.1327539;5.00E-04
dataset24;2;1.00E-03;3.269148866;6.099754552;3.282413412;6.175143484;1.00E-03
dataset24;3;0.004;7.981140738;5.774671062;8.003046503;5.957271394;0.004
dataset24;4;0.007;7.9547236;7.538078638;8.001684695;7.687138195;0.007
dataset24;5;0.01;6.703552975;7.242886964;6.759265759;7.422378984;0.01
dataset24;6;0.03;5.865319894;8.013203324;6.007916632;8.223586818;0.03
dataset24;7;0.05;1.846176421;6.192860932;2.006216476;6.51E+00;0.05
dataset24;8;0.07;7.144558534;8.165984736;7.297099758;8.62E+00;0.041812693
dataset24;9;0.1;4.400279265;8.125987257;4.499437798;9.134473329;0.031146189
dataset24;10;0.13;5.555010482;5.902214502;5.715868495;6.710380646;0.13
dataset25;1;5.00E-04;8.124724022;0.692456653;8.146627377;0.715284206;5.00E-04
dataset25;2;0.001;7.924309806;6.598359755;7.931869081;6.730647583;0.001
dataset25;3;0.004;9.455165981;9.390685084;9.506430345;9.468711995;0.004
dataset25;4;0.007;4.899595922;4.936475938;4.959176291;5.053964301;0.007
dataset25;5;0.01;9.230527762;2.856610964;9.271686971;3.099569955;0.01
dataset25;6;0.03;8.131307747;0.876892173;8.210748732;1.254530999;0.03
dataset25;7;0.05;1.490807945;9.178556139;1.539691677;1.02E+01;0.041110176
dataset25;8;0.07;8.630085959;2.706808471;8.754771675;3.268220012;0.07
dataset25;9;0.1;8.795143341;7.254988677;8.987982542;7.773555439;0.1
dataset25;10;0.13;8.220218766;5.755607849;8.422129903;6.399455444;0.13
dataset26;1;5.00E-04;0.496617148;7.149363732;0.510896391;7.184379593;5.00E-04
dataset26;2;1.00E-03;2.470600491;3.889154298;2.498148679;3.925454325;1.00E-03
dataset26;3;0.004;0.754365772;7.599541462;0.7937853;7.701014013;0.004
dataset26;4;0.007;1.095555121;8.388578933;1.136172728;8.560917987;0.007
dataset26;5;0.01;1.539761113;4.996666508;1.633089152;5.103815443;0.01
dataset26;6;0.03;1.195002777;6.792024612;1.236082712;7.522308151;0.03
dataset26;7;0.05;1.961245735;7.176657772;2.117734435;7.50E+00;0.05
dataset26;8;0.07;2.118609819;5.620922525;2.212961018;6.36E+00;0.07
dataset26;9;0.1;0.865634652;4.617120082;1.146401384;4.973287635;0.1
dataset26;10;0.13;1.071281048;7.182848431;1.344591762;7.65849755;0.13
dataset27;1;5.00E-04;8.43382553;4.066244085;8.450619253;4.096017115;5.00E-04
dataset27;2;0.001;7.33730755;3.268069802;7.36870259;3.299921967;0.001
dataset27;3;0.004;7.513558623;4.059085584;7.538260649;4.221015625;0.004
dataset27;4;0.007;6.935941171;4.073706074;6.99155721;4.199569045;0.007
dataset27;5;0.01;4.822964301;5.110869265;4.913567189;5.221241022;0.01
dataset27;6;0.03;6.135688797;2.19203031;6.235714423;2.491953452;0.03
dataset27;7;0.05;5.46687856;4.723263656;5.592586431;5.12E+00;0.05
dataset27;8;0.07;4.846039445;1.404704046;5.028987636;1.787326031;0.07
dataset27;9;0.1;8.074178272;1.948030166;8.161209904;3.097037688;0.1
dataset27;10;0.13;7.396841436;4.508647362;7.740267959;4.887185394;0.13
dataset28;1;5.00E-04;2.286763701;6.472719553;2.293271457;6.549550951;5.00E-04
dataset28;2;1.00E-03;6.177464906;6.773263167;6.187102834;6.877019902;1.00E-03
dataset28;3;0.004;8.662184832;5.927364753;8.715892126;6.001842532;0.001757007
dataset28;4;0.007;5.712840438;6.373654693;5.750001086;6.562026003;0.007
dataset28;5;0.01;7.627895096;5.645101878;7.712999002;5.762605298;0.01
dataset28;6;0.03;4.675686775;8.050574013;4.712814203;8.858601968;0.03
dataset28;7;0.05;7.11919193;8.117020355;7.25080426;8.50E+00;0.05
dataset28;8;0.07;6.161002733;9.512761853;6.255213051;1.03E+01;0.020686069
dataset28;9;0.1;6.232543087;5.613890188;6.352983566;6.444175825;0.1
dataset28;10;0.13;1.246607391;8.677851515;1.354598139;9.881658337;0.113874476
dataset29;1;5.00E-04;1.77171796;4.661182321;1.78453632;4.700188872;5.00E-04
dataset29;2;0.001;1.648795193;5.684201838;1.674381714;5.723284915;0.001
dataset29;3;0.004;1.53157531;5.535198154;1.592278065;5.601093022;0.004
dataset29;4;0.007;1.52655979;4.381958707;1.585460238;4.500803304;0.007
dataset29;5;0.01;1.706833064;5.356385856;1.768650336;5.518152941;0.01
dataset29;6;0.03;1.208622665;4.976155617;1.28148373;5.387898156;0.03
dataset29;7;0.05;1.150034118;3.75106087;1.237733301;4.32E+00;0.05
dataset29;8;0.07;2.060665569;5.596151464;2.222267037;6.029315846;0.07
dataset29;9;0.1;1.913451377;4.337034481;2.217775923;4.665631045;0.1
dataset29;10;0.13;2.271593785;5.494444526;2.551219415;5.959351838;0.051028899
dataset30;1;5.00E-04;8.290385528;4.487292609;8.298427045;4.54946993;5.00E-04
dataset30;2;1.00E-03;7.466682903;4.84446318;7.485196091;4.898478727;1.00E-03
dataset30;3;0.004;7.460297303;9.511775212;7.505422433;9.600417616;0.004
dataset30;4;0.007;7.536936474;3.389095687;7.618337825;3.475089346;0.007
dataset30;5;0.01;7.861966954;2.626213378;7.887438819;3.018803398;0.01
dataset30;6;0.03;7.431155583;6.283325298;7.533043195;6.577767374;0.03
dataset30;7;0.05;8.627364914;5.696971007;8.804796966;5.98E+00;0.05
dataset30;8;0.07;8.913113792;5.368221543;9.177276517;5.63E+00;0.07
dataset30;9;0.1;9.306379579;5.506766209;9.591350062;5.857679747;0.1
dataset30;10;0.13;7.376338923;7.125535282;7.577144846;7.772926547;0.13
dataset31;1;5.00E-04;4.475924522;3.580522897;4.484257696;3.640524046;5.00E-04
dataset31;2;0.001;7.882623771;1.639227803;7.900479891;1.695231011;0.001
dataset31;3;0.004;5.855602964;6.871207044;5.868313509;7.185906374;0.004
dataset31;4;0.007;4.177341577;2.242513776;4.2561388;2.331349394;0.007
dataset31;5;0.01;4.518370845;3.656111317;4.566793972;3.862624207;0.01
dataset31;6;0.03;3.468499096;6.539046218;3.524426165;7.075459095;0.03
dataset31;7;0.05;4.544334452;3.357527025;4.731370901;3.62E+00;0.05
dataset31;8;0.07;7.725874319;3.985055663;7.981481659;4.258913214;0.07
dataset31;9;0.1;7.628425232;4.681655247;7.896405239;5.054817414;0.1
dataset31;10;0.13;4.582132914;7.341229102;4.778894747;8.001926343;0.107136787
dataset32;1;5.00E-04;7.393491382;3.247463943;7.410848136;3.276271173;5.00E-04
dataset32;2;1.00E-03;6.347631004;3.726890387;6.355525208;3.853565613;1.00E-03
dataset32;3;0.004;6.150372258;5.703743676;6.172616038;5.883569234;0.004
dataset32;4;0.007;5.52729153;4.57786281;5.554462567;4.835490077;0.007
dataset32;5;0.01;7.484464563;3.790418219;7.561457467;3.920300319;0.01
dataset32;6;0.03;3.453746637;5.526300224;3.502071861;6.147094035;0.03
dataset32;7;0.05;3.639730093;4.446264624;3.709590765;5.16E+00;0.05
dataset32;8;0.07;5.619898956;3.249842679;5.690893892;4.24E+00;0.07
dataset32;9;0.1;3.626495767;3.197808948;3.793052206;3.798206031;0.1
dataset32;10;0.13;3.920874377;3.372329982;4.235903067;3.784990811;0.13
dataset33;1;5.00E-04;5.677735082;9.303021439;5.698564283;9.327026201;5.00E-04
dataset33;2;1.00E-03;8.167451234;8.694430657;8.183404893;8.757112205;1.00E-03
dataset33;3;0.004;7.836352015;9.869554629;7.868566441;9.993722604;0.004
dataset33;4;0.007;1.174857704;9.079634863;1.213619013;9.260227317;0.007
dataset33;5;0.01;6.58043386;9.193415853;6.61084307;9.522263595;0.01
dataset33;6;0.03;4.399811826;9.518237097;4.472374834;9.931670893;0.03
dataset33;7;0.05;8.086720958;9.777161114;8.238475438;1.01E+01;0.03123945
dataset33;8;0.07;7.255749845;9.258176923;7.512906693;9.53E+00;0.07
dataset33;9;0.1;6.47221339;9.605389639;6.539169595;11.09890318;0.026054911
dataset33;10;0.13;1.020946174;9.885957939;1.361683066;10.26748399;0.036992209
dataset34;1;5.00E-04;7.154359354;3.71006425;7.165854006;3.753562738;5.00E-04
dataset34;2;1.00E-03;5.897435413;5.891763777;5.924646338;5.928513722;1.00E-03
dataset34;3;0.004;1.220299785;6.173565586;1.24107188;6.36613163;0.004
dataset34;4;0.007;7.288749507;5.892413522;7.319843923;6.117534327;0.007
dataset34;5;0.01;4.370368198;4.476475891;4.393741742;4.904310011;0.01
dataset34;6;0.03;0.860085759;7.346309667;0.996345646;7.566477176;0.03
dataset34;7;0.05;0.933488653;2.657780836;1.094425357;2.97E+00;0.05
dataset34;8;0.07;7.47475946;6.926667522;7.575153464;7.62E+00;0.07
dataset34;9;0.1;4.552720778;4.848024272;4.849382473;5.185108573;0.1
dataset34;10;0.13;0.830163035;2.173527014;1.101107146;2.653330763;0.13
dataset35;1;5.00E-04;8.588422396;8.468332089;8.599759904;8.512433491;5.00E-04
dataset35;2;0.001;6.79943623;9.094838385;6.806709483;9.232328439;0.001
dataset35;3;0.004;8.066062832;6.792113452;8.11630281;6.87173132;0.004
dataset35;4;0.007;8.188677743;8.742741061;8.235246061;8.893057849;0.007
dataset35;5;0.01;6.4167741;7.304816147;6.442384135;7.695288085;0.01
