datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests;cardinality_class
dataset02;2;1.5;3.5;4.5;4.5;6.0;1.0;0.0553333333333333;76;6698;0.0517400000-0.0603633300
dataset02;3;1.5;3.5;5.5;4.5;7.0;0.5;0.0561;99;5611;0.0517400000-0.0603633300
dataset02;4;1.5;3.5;6.5;4.5;8.0;-0.0;0.0576666666666666;66;6751;0.0517400000-0.0603633300
dataset02;5;1.5;3.5;7.5;4.5;9.0;0.0;0.0571333333333333;112;6927;0.0517400000-0.0603633300
dataset02;1;0.75;2.5;8.75;3.5;9.5;0.125;0.0284333333333333;115;4587;0.0258700000-0.0344933300
dataset02;2;0.75;2.5;7.75;3.5;8.5;0.25;0.0318333333333333;153;6686;0.0258700000-0.0344933300
dataset02;3;0.75;2.5;6.75;3.5;7.5;0.0;0.0313;82;6686;0.0258700000-0.0344933300
dataset02;4;0.75;2.5;5.75;3.5;6.5;0.0;0.0316666666666666;100;6608;0.0258700000-0.0344933300
dataset02;5;0.75;2.5;4.75;3.5;5.5;0.0;0.0318333333333333;114;6658;0.0258700000-0.0344933300
dataset02;1;1.75;5.5;7.75;6.5;9.5;0.0;0.0598666666666666;66;4844;0.0517400000-0.0603633300
dataset02;2;1.75;5.5;6.75;6.5;8.5;0.0;0.0622333333333333;118;5955;0.0603633300-0.0689866700
dataset02;3;1.75;5.5;5.75;6.5;7.5;1.25;0.0625;59;7891;0.0603633300-0.0689866700
dataset02;4;1.75;5.5;4.75;6.5;6.5;3.75;0.0643;106;6768;0.0603633300-0.0689866700
dataset02;5;1.75;5.5;3.75;6.5;5.5;6.25;0.0638666666666666;164;4891;0.0603633300-0.0689866700
dataset02;1;0.25;2.25;6.0;2.5;7.0;0.0;0.0156333333333333;87;3629;0.0086233300-0.0172466700
dataset02;2;0.25;2.5;6.0;2.75;7.0;0.0;0.0158666666666666;72;5617;0.0086233300-0.0172466700
dataset02;3;0.25;7.25;6.0;7.5;7.0;4.25;0.0168666666666666;116;2951;0.0086233300-0.0172466700
dataset02;4;0.25;7.5;6.0;7.75;7.0;4.5;0.0162333333333333;102;2951;0.0086233300-0.0172466700
dataset02;5;0.25;5.25;6.0;5.5;7.0;2.25;0.0160333333333333;145;4568;0.0086233300-0.0172466700
dataset02;1;1.25;1.5;3.5;2.75;4.5;0.0;0.0396333333333333;73;3599;0.0344933300-0.0431166700
dataset02;2;1.25;2.5;4.5;3.75;5.5;0.0;0.0474;83;7684;0.0431166700-0.0517400000
dataset02;3;1.25;3.5;5.5;4.75;6.5;0.75;0.0477333333333333;82;6551;0.0431166700-0.0517400000
dataset02;4;1.25;4.5;6.5;5.75;7.5;0.75;0.0486666666666666;53;6754;0.0431166700-0.0517400000
dataset02;5;1.25;5.5;7.5;6.75;8.5;0.0;0.0471666666666666;107;5084;0.0431166700-0.0517400000
dataset02;1;2.25;1.5;6.0;3.75;7.0;0.0;0.0726;49;6608;0.0689866700-0.0776100000
dataset02;2;2.25;6.25;6.0;8.5;7.0;3.25;0.0723;83;7597;0.0689866700-0.0776100000
dataset02;3;2.25;4.5;3.5;5.5;5.75;3.375;0.0737666666666666;96;7598;0.0689866700-0.0776100000
dataset02;4;2.25;4.5;7.25;5.5;9.5;0.0;0.0758;106;4898;0.0689866700-0.0776100000
dataset02;5;2.15;3.85;6.0;6.0;7.0;0.8500000000000001;0.0761333333333333;75;7547;0.0689866700-0.0776100000
dataset02;1;2.5;1.5;3.5;2.5;6.0;0.0;0.0765;121;4694;0.0689866700-0.0776100000
dataset02;2;2.5;7.5;3.5;8.5;6.0;9.0;0.0727333333333333;69;3868;0.0689866700-0.0776100000
dataset02;3;2.5;1.5;7.0;2.5;9.5;0.5;0.0743666666666666;52;4579;0.0689866700-0.0776100000
dataset02;4;2.5;7.5;7.0;8.5;9.5;0.0;0.0734666666666666;78;3825;0.0689866700-0.0776100000
dataset02;5;2.5;4.0;6.0;6.5;7.0;1.0;0.0862333333333333;87;9482;0.0776100000-0.0862333333
dataset01;1;1.0;2.0;8.0;3.0;9.0;1.0;0.0240666666666666;2112;1762;0.0172466700-0.0258700000
dataset01;2;1.0;3.0;7.0;4.0;8.0;0.0;0.0232;192;2280;0.0172466700-0.0258700000
dataset01;3;1.0;4.0;6.0;5.0;7.0;1.0;0.0244666666666666;170;2850;0.0172466700-0.0258700000
dataset01;4;1.0;5.0;5.0;6.0;6.0;4.0;0.0222;151;2892;0.0172466700-0.0258700000
dataset01;5;1.0;6.0;4.0;7.0;5.0;9.0;0.0240666666666666;175;2382;0.0172466700-0.0258700000
dataset01;1;0.5;6.5;3.5;7.5;4.0;14.0;0.0110666666666666;120;1200;0.0086233300-0.0172466700
dataset01;2;0.5;6.5;4.5;7.5;5.0;10.5;0.0114666666666666;151;2400;0.0086233300-0.0172466700
dataset01;3;0.5;6.5;5.5;7.5;6.0;7.0;0.0125;107;2400;0.0086233300-0.0172466700
dataset01;4;0.5;6.5;6.5;7.5;7.0;3.5;0.0122;119;1200;0.0086233300-0.0172466700
dataset01;5;0.5;6.5;7.5;7.5;8.0;-0.0;0.0122666666666666;176;1800;0.0086233300-0.0172466700
dataset01;1;2.0;2.0;4.0;4.0;5.0;0.0;0.0484333333333333;137;3480;0.0431166700-0.0517400000
dataset01;2;2.0;6.0;4.0;8.0;5.0;9.0;0.0467333333333333;86;4782;0.0431166700-0.0517400000
dataset01;3;2.0;2.0;8.0;4.0;9.0;1.0;0.0472333333333333;148;3502;0.0431166700-0.0517400000
dataset01;4;2.0;6.0;8.0;8.0;9.0;0.0;0.0482333333333333;138;4200;0.0431166700-0.0517400000
dataset01;5;2.0;4.5;5.5;5.5;7.5;0.75;0.0467;109;4590;0.0431166700-0.0517400000
dataset01;1;1.5;3.5;3.5;4.5;5.0;1.5;0.0373;127;1710;0.0344933300-0.0431166700
dataset01;2;1.5;3.5;4.5;4.5;6.0;1.0;0.0367333333333333;176;3420;0.0344933300-0.0431166700
dataset01;3;1.5;3.5;5.5;4.5;7.0;0.5;0.0364;107;4560;0.0344933300-0.0431166700
dataset01;4;1.5;3.5;6.5;4.5;8.0;-0.0;0.0362666666666666;70;3420;0.0344933300-0.0431166700
dataset01;5;1.5;3.5;7.5;4.5;9.0;0.0;0.0355;212;3480;0.0344933300-0.0431166700
dataset01;1;0.75;2.5;8.75;3.5;9.5;0.125;0.0169666666666666;178;1800;0.0086233300-0.0172466700
dataset01;2;0.75;2.5;7.75;3.5;8.5;0.25;0.0176666666666666;127;2332;0.0172466700-0.0258700000
dataset01;3;0.75;2.5;6.75;3.5;7.5;0.0;0.0185;100;2910;0.0172466700-0.0258700000
dataset01;4;0.75;2.5;5.75;3.5;6.5;0.0;0.0187;80;2882;0.0172466700-0.0258700000
dataset01;5;0.75;2.5;4.75;3.5;5.5;0.0;0.0176;108;2882;0.0172466700-0.0258700000
dataset01;1;1.75;5.5;7.75;6.5;9.5;0.0;0.0418333333333333;89;3600;0.0344933300-0.0431166700
dataset01;2;1.75;5.5;6.75;6.5;8.5;0.0;0.0422333333333333;146;3570;0.0344933300-0.0431166700
dataset01;3;1.75;5.5;5.75;6.5;7.5;1.25;0.0408;132;5292;0.0344933300-0.0431166700
dataset01;4;1.75;5.5;4.75;6.5;6.5;3.75;0.0404;178;4092;0.0344933300-0.0431166700
dataset01;5;1.75;5.5;3.75;6.5;5.5;6.25;0.0416;91;2952;0.0344933300-0.0431166700
dataset01;1;0.25;2.25;6.0;2.5;7.0;0.0;0.0056;112;1772;0.0000000000-0.0086233300
dataset01;2;0.25;2.5;6.0;2.75;7.0;0.0;0.0067333333333333;67;3482;0.0000000000-0.0086233300
dataset01;3;0.25;7.25;6.0;7.5;7.0;4.25;0.0062333333333333;106;600;0.0000000000-0.0086233300
dataset01;4;0.25;7.5;6.0;7.75;7.0;4.5;0.0060333333333333;100;600;0.0000000000-0.0086233300
dataset01;5;0.25;5.25;6.0;5.5;7.0;2.25;0.006;93;2880;0.0000000000-0.0086233300
dataset01;1;1.25;1.5;3.5;2.75;4.5;0.0;0.0309;112;2370;0.0258700000-0.0344933300
dataset01;2;1.25;2.5;4.5;3.75;5.5;0.0;0.0295333333333333;95;3452;0.0258700000-0.0344933300
dataset01;3;1.25;3.5;5.5;4.75;6.5;0.75;0.0297;148;3990;0.0258700000-0.0344933300
dataset01;4;1.25;4.5;6.5;5.75;7.5;0.75;0.0306;170;2940;0.0258700000-0.0344933300
dataset01;5;1.25;5.5;7.5;6.75;8.5;0.0;0.0306;75;3000;0.0258700000-0.0344933300
dataset01;1;2.25;1.5;6.0;3.75;7.0;0.0;0.0548333333333333;110;5822;0.0517400000-0.0603633300
dataset01;2;2.25;6.25;6.0;8.5;7.0;3.25;0.0535333333333333;106;2394;0.0517400000-0.0603633300
dataset01;3;2.25;4.5;3.5;5.5;5.75;3.375;0.0525666666666666;53;3990;0.0517400000-0.0603633300
dataset01;4;2.25;4.5;7.25;5.5;9.5;0.0;0.0537;108;2940;0.0517400000-0.0603633300
dataset01;5;2.15;3.85;6.0;6.0;7.0;0.8500000000000001;0.0510666666666666;95;5190;0.0431166700-0.0517400000
dataset01;1;2.5;1.5;3.5;2.5;6.0;0.0;0.0606666666666666;123;2372;0.0603633300-0.0689866700
dataset01;2;2.5;7.5;3.5;8.5;6.0;9.0;0.0584333333333333;70;3594;0.0517400000-0.0603633300
dataset01;3;2.5;1.5;7.0;2.5;9.5;0.5;0.0574666666666666;58;2992;0.0517400000-0.0603633300
dataset01;4;2.5;7.5;7.0;8.5;9.5;0.0;0.0591;46;4194;0.0517400000-0.0603633300
dataset01;5;2.5;4.0;6.0;6.5;7.0;1.0;0.0592333333333333;99;5220;0.0517400000-0.0603633300
