i0,i1,num_features,size,num_points,avg_area,avg_side_length_0,avg_side_length_1
120,32,2,32,8,0.0037591243587718694,0.017108120526506898,0.24408400696319
48,103,1,16,4,0.052989148220413694,0.38131100169709686,0.13896569462872943
51,38,2,32,8,0.22272849209989076,0.2987169604820994,0.7581089829102128
85,64,2,32,8,0.16499697979521832,0.23195360453722014,0.7657244688473144
55,57,3,48,12,0.09369199281592418,0.17536450713152676,0.6201734808408177
116,66,4,64,16,0.10881250245948504,0.21722655228084564,0.5376356371048745
48,48,1,16,4,0.1460289627502157,0.3556684185600645,0.4105761297036685
115,28,4,64,16,0.0698537201494245,0.1810138144702904,0.4882375492715907
58,46,1,16,4,0.05138848556663912,0.12493564144568481,0.41131966004256704
73,53,2,32,8,0.07599132540571946,0.1802311765754696,0.6261049597111992
84,59,4,64,16,0.1965004041115339,0.27290165820786516,0.758733044355481
121,89,1,16,4,0.01969355890247484,0.28757994910825424,0.06848029204936523
59,67,1,16,4,0.02501199353482461,0.07311138447592214,0.3421080549098594
60,42,3,48,12,0.0885198950084054,0.13683385041647878,0.49340352239936003
101,108,2,32,8,0.03291473372327482,0.15021724417822213,0.26560753506809665
48,70,1,16,4,0.07927165230629495,0.10304461151596023,0.7692944942979074
84,23,1,16,4,0.10944446669482888,0.21315327196690426,0.513454312405873
68,22,1,16,4,0.06657033321370576,0.24826207639762243,0.2681453977170687
114,96,2,32,8,0.06666604388927015,0.17832274767122236,0.4099447045580451
118,74,1,16,4,0.21004286258727137,0.2703361756517957,0.7769691277197595
45,55,1,16,4,0.00825274062755878,0.026400349640775644,0.3125996715896644
85,35,1,16,4,0.029386195338113135,0.08827275166817916,0.33290222387738666
104,100,2,32,8,0.07039806022086798,0.12208969623072541,0.5869720141424604
87,72,2,32,8,0.07361712644045823,0.13770683063333422,0.5835696464780451
85,68,1,16,4,0.010990972824205985,0.17034143656099943,0.06452318969536286
65,85,1,16,4,3.2324738218966036e-05,0.00030218676702453706,0.10696940351574469
63,89,2,32,8,0.07166988553135724,0.13246240334131354,0.542168751483036
87,36,2,32,8,0.1877674696605267,0.2762853378687167,0.7721246409473688
67,96,1,16,4,0.12073202676234508,0.21418764039431792,0.5636741062186328
90,35,2,32,8,0.19761310561633683,0.2031088329654822,0.9261838299597125
88,84,2,32,8,0.10476655364800258,0.15440577901922392,0.6917021367528724
95,31,3,48,12,0.05244970572909904,0.10543182436742733,0.5348628959177356
108,43,1,16,4,0.10898234389697865,0.3555133424647998,0.3065492370592793
61,92,1,16,4,0.17320291143709268,0.21199878279897177,0.8169995560839265
100,46,3,48,12,0.10961834710604883,0.17952439805624584,0.49897900846477433
90,103,2,32,8,0.22397693159192492,0.2966279024138734,0.7813249535437636
83,81,2,32,8,0.17698899730366563,0.26061114919515127,0.6382708638832213
115,76,1,16,4,0.02254790600920035,0.02358358656120174,0.9560846884203258
56,32,1,16,4,0.14884266421976575,0.22176702766824263,0.6711667905944534
91,77,1,16,4,0.0007185294483936021,0.07010488995649133,0.010249348495369404
46,96,2,32,8,0.1302608104971611,0.19907910764102432,0.7939820195450797
83,71,1,16,4,0.04997089896125491,0.29420112686102584,0.16985284690925084
95,53,2,32,8,0.046545879935576844,0.18788885377515907,0.48231104463563934
107,97,2,32,8,0.03568100425384566,0.18242725890206035,0.41600867880106307
45,100,2,32,8,0.11472485671417117,0.19380918950828452,0.5048302535518059
74,106,1,16,4,0.10226026576249606,0.2826269908099519,0.361820594237793
61,65,1,16,4,0.365204116045528,0.3896067627197244,0.9373659571413775
109,33,2,32,8,0.05860183190449029,0.12989945588834262,0.45066415814101646
71,31,2,32,8,0.17042340638693315,0.3052028910707092,0.5684947230546022
107,54,1,16,4,0.16173016636225565,0.29977598486572,0.5395034109710295
49,60,2,32,8,0.032729717940984185,0.04162512810757857,0.5035867441667887
77,29,1,16,4,0.1637844711132185,0.16696528257888588,0.9809492643228719
62,85,2,32,8,0.1098898653090578,0.17006793619466265,0.41677520998160844
85,87,1,16,4,0.22702177555573208,0.3555789255651245,0.6384567791663258
73,75,1,16,4,0.10095119255603704,0.31262222644150484,0.32291751519121803
104,24,1,16,4,0.131261853366295,0.25071809398492206,0.5235435994268087
107,49,2,32,8,0.09937204097273217,0.23292849726968168,0.5932677388273508
80,27,1,16,4,0.35429159172150904,0.3830644076378016,0.9248877855979298
95,97,2,32,8,0.12359490506184904,0.2059730024311346,0.5385538278621729
118,91,1,16,4,0.1594693551303488,0.16366840561955343,0.9743441596237865
53,25,1,16,4,0.05634334781079936,0.2073800273643378,0.27169129316301976
109,80,2,32,8,0.04806044179399688,0.09857308071021365,0.4842697447557214
116,43,2,32,8,0.05500410046031994,0.21324883764071734,0.26960056029695956
105,57,1,16,4,0.009834023336926493,0.2141264881274818,0.04592623464254331
96,49,1,16,4,0.08177885692780731,0.12310187400229022,0.6643185377201153
80,68,1,16,4,0.0050398763597711334,0.06018526129774138,0.08373937823146527
114,84,1,16,4,0.3054591562086568,0.35099982408848973,0.8702544424399719
68,31,2,32,8,0.11302998252599138,0.2021717155447207,0.5668219586798973
64,78,5,80,20,0.0585958029787584,0.11823697545014049,0.44427021333875133
75,105,2,32,8,0.12384869784795559,0.14575671040554994,0.8269737157512003
110,83,3,48,12,0.16460874495226255,0.2529578111485839,0.5511992651006233
71,90,2,32,8,0.0308762789071031,0.15299304016768733,0.1755971020722571
63,67,2,32,8,0.0841739209706698,0.2853575623988194,0.34803610129840123
96,37,1,16,4,0.007259540767524408,0.16008928448956894,0.04534682499625653
68,58,1,16,4,0.016995615561115035,0.07722175739951531,0.22008843276107193
67,70,2,32,8,0.10479631283299924,0.20806859905191555,0.5051142655866023
74,55,3,48,12,0.17651640866789672,0.2484238943437808,0.7653257437566232
80,34,3,48,12,0.13294992033569414,0.23833137553044073,0.6155351092450742
56,35,1,16,4,0.04387441665585608,0.09164031358738,0.4787676398992389
113,56,2,32,8,0.08337694636184359,0.3549255164946352,0.22186800175018995
95,50,2,32,8,0.1456492465796022,0.1655170004737634,0.8389898735132633
111,29,2,32,8,0.09504692718256708,0.30662170357635343,0.31071829424175235
97,26,2,32,8,0.13228399950979708,0.2784678379694896,0.5787078650065514
111,50,2,32,8,0.13031051716322717,0.16327157119561697,0.5124473602337876
47,57,3,48,12,0.15476206516099303,0.25487640130070055,0.518306986552593
112,47,1,16,4,0.12701494603393704,0.13150004340674393,0.9658928069024739
78,35,3,48,12,0.10758440846828897,0.38590343985599,0.27777868996680627
58,35,1,16,4,0.1442892939638928,0.2716017762199545,0.5312531308596498
110,106,1,16,4,0.05594779651774038,0.129403131728143,0.4323527241618734
111,86,2,32,8,0.00571155098832883,0.13893044452866032,0.047003208602495405
84,37,3,48,12,0.10413286561297863,0.2491109348512802,0.40325058074547
91,52,1,16,4,0.004152128513070476,0.19166987289225546,0.021662916818463884
114,107,1,16,4,0.02772738350541729,0.04982010695248462,0.5565500598355193
105,71,1,16,4,0.004617677503868226,0.004931205642384029,0.9364195774313266
83,61,2,32,8,0.10270122748118435,0.19460229938492102,0.4538602377273726
115,78,2,32,8,0.10057097079527198,0.17186727845098204,0.6359691984429006
114,90,1,16,4,0.02396994175371622,0.20700598437300322,0.1157934724752927
95,98,2,32,8,0.061468906064886385,0.2840322799021644,0.21997417229808391
74,40,1,16,4,0.02185650495588892,0.2771124267518008,0.0788723378885674
88,26,2,32,8,0.13502171668786328,0.2363968653566736,0.5803917391708184
60,72,1,16,4,0.10262974261029485,0.11961297803918214,0.8580151108408653
102,62,1,16,4,0.020571007114726036,0.09645776576628862,0.21326439557565902
108,46,2,32,8,0.13851177193086844,0.2410997154664951,0.5728825671936715
88,87,1,16,4,0.028571731724015885,0.3213223241375598,0.08891922402436059
89,56,1,16,4,0.07878624260604075,0.19549515981542953,0.40300866108615807
109,19,1,16,4,0.0224188178772602,0.0594228173008613,0.37727625339189785
73,97,1,16,4,0.030481161375551444,0.03481990202442198,0.8753948059409407
45,48,4,64,16,0.14728962184214886,0.23766977270849865,0.5308574368177397
117,31,1,16,4,0.0160525060504007,0.13798655872865062,0.11633383858762514
59,19,2,32,8,0.1374866177172035,0.23838196748454576,0.5009398376601926
101,42,2,32,8,0.13083362547423594,0.2978940949568849,0.4508689622170854
83,106,1,16,4,0.08721342891773445,0.2654570604100428,0.3285406264313284
98,26,1,16,4,0.06089610984958176,0.06666197763262183,0.9135058996476806
106,34,2,32,8,0.16202169259430482,0.2106477153126476,0.8075999476111662
85,106,2,32,8,0.1029613810307367,0.1821312722181716,0.42242209362394423
47,22,2,32,8,0.15019088176558543,0.16964280795202824,0.7496711482613365
77,90,1,16,4,0.021169691687672774,0.05011524949128976,0.42242015958340495
70,79,2,32,8,0.03660186416195108,0.16782418060907744,0.22059490512309665
115,105,2,32,8,0.06722308217816905,0.17012085440801705,0.45999431485820175
44,66,1,16,4,0.14366302354291122,0.32957935892416046,0.4358981218115954
60,59,2,32,8,0.18686132814238465,0.37956155290575744,0.4937653566663718
91,61,1,16,4,0.015623552704949025,0.30505813131923,0.05121500166995929
120,73,1,16,4,0.0037328466093835893,0.18075219763445283,0.020651735681425976
50,31,2,32,8,0.05081840518682894,0.09316344245428976,0.5228142513872929
62,56,2,32,8,0.06732846236044085,0.2468963590104396,0.2334545554002485
57,69,2,32,8,0.05762678576218356,0.2990039796504682,0.20697149154752648
67,47,3,48,12,0.24713662230483582,0.33923497912224904,0.7007243507178421
49,100,1,16,4,0.19728827101241805,0.22125684338958784,0.8916708201654759
100,102,2,32,8,0.09859107285799722,0.13033084335111722,0.7462929653480015
91,20,2,32,8,0.06531223086035992,0.20648917950489687,0.3159284018791091
113,44,2,32,8,0.1957523573496356,0.2845249688059739,0.7290175951021922
68,96,1,16,4,0.10434070462268649,0.25813294881062454,0.404213042555968
119,78,1,16,4,0.05516130975348023,0.11970079243594611,0.4608266046609337
83,70,1,16,4,0.005280335576186333,0.169191496738458,0.031209225510599126
91,34,1,16,4,0.2061151281856424,0.29555848440789667,0.6973751019144672
97,93,1,16,4,0.20346248329088554,0.38998293608706724,0.521721502310708
115,107,3,48,12,0.17995197733788718,0.2702188501298082,0.5506793034445169
103,92,2,32,8,0.06595874543842964,0.07960523377391304,0.8301776276652859
103,52,1,16,4,0.001933141414156866,0.0028275413204106314,0.6836828166585818
83,51,2,32,8,0.029259225260685872,0.12727393840821932,0.43423146115698064
112,72,1,16,4,0.027624014803425394,0.06795046588986331,0.40653164686463583
55,35,1,16,4,0.2015533612316102,0.24408691276468275,0.8257442357260754
82,84,1,16,4,0.012370493369187944,0.31457313920550867,0.03932469695419982
88,67,1,16,4,0.062345222758939736,0.22662168587018705,0.2751070468809953
92,83,2,32,8,0.05244691678841197,0.11338606465750178,0.55222332357084
49,72,2,32,8,0.1375732915164246,0.25868477880463736,0.540994980565799
81,90,1,16,4,0.006321263783922084,0.29992833952228004,0.021075913646541267
75,86,2,32,8,0.21910686059783413,0.2994464911916497,0.6682832835719186
114,52,2,32,8,0.2638388071953812,0.28579922471862407,0.8962340503520334
105,101,1,16,4,0.025781536691918957,0.37296306083959774,0.06912624707090487
52,25,3,48,12,0.049792394268799,0.23213211226853905,0.39285889811274305
77,74,1,16,4,0.010244953057940308,0.17761251110937692,0.057681483100203934
88,94,1,16,4,0.006844270460939076,0.045405405674751265,0.1507369080669836
101,48,1,16,4,0.07020158741507049,0.24769199045714174,0.2834229208845471
91,28,4,64,16,0.06780827496227838,0.29337954366530067,0.3627731656813782
113,54,1,16,4,0.08120885555280495,0.14839796547819262,0.5472369873206837
110,66,2,32,8,0.19537674558370963,0.23373569937889638,0.6679098485382848
99,34,1,16,4,0.19599705313051155,0.3656052357016968,0.5360892952048113
120,62,1,16,4,0.11146341245376062,0.23184403262832198,0.4807689513943707
44,81,1,16,4,0.2835143657530549,0.2873453404495976,0.9866676985589935
64,22,1,16,4,0.08884629765355774,0.20897581309923652,0.42515110402449885
56,58,1,16,4,0.3164028129589991,0.35865857899311315,0.8821838692587765
115,26,1,16,4,0.024043704371601034,0.025536939536055847,0.9415264635628517
98,57,2,32,8,0.05999696342791816,0.1701527060714607,0.4342658486307376
80,106,2,32,8,0.03787981218245645,0.17059824568601734,0.4454773072749614
97,36,2,32,8,0.027114035043196927,0.2430083710706712,0.10225623320673716
110,94,1,16,4,0.03239105382128249,0.12329484772676302,0.2627121442500595
73,57,1,16,4,0.1020209538668982,0.10932713116689463,0.9331714166281095
85,70,1,16,4,0.14535672208634864,0.2829938716782152,0.5136391160146037
56,93,1,16,4,0.11290234079606316,0.25109063912596596,0.449647749470353
72,59,1,16,4,0.04316232646034956,0.06452326482418869,0.6689420719481127
113,47,1,16,4,0.06419789724322056,0.1582694931750117,0.4056239516242819
104,34,2,32,8,0.039159679106886655,0.10332390861765761,0.41180954478315046
64,32,2,32,8,0.07104929237085614,0.2284261651383086,0.4629246781866865
53,58,1,16,4,0.029566443464067803,0.385161522427806,0.07676375167929628
75,59,2,32,8,0.17554422422020985,0.340658522396887,0.5167114825736245
90,22,2,32,8,0.0034902177684467137,0.06456704927154422,0.0764372718057098
80,55,3,48,12,0.049614266336717915,0.13714295018906184,0.23579009341796406
110,98,3,48,12,0.04289305316303044,0.1868105023899075,0.16662094696439192
66,50,2,32,8,0.0066286171680268145,0.10873010045386522,0.24156449665628799
54,28,3,48,12,0.13460008395936587,0.23795709581821622,0.6300529775624596
82,101,1,16,4,0.13078377429420177,0.375662730318969,0.3481414677020407
119,61,1,16,4,0.07999007991854226,0.08278229953253025,0.966270330375508
47,75,1,16,4,0.11520008357236432,0.13965465675440925,0.8248925331215435
81,87,3,48,12,0.2008016106348369,0.3187651402930965,0.6218172469089135
99,47,1,16,4,0.0044268261538984305,0.08982295863518264,0.049283904929897204
117,48,2,32,8,0.001299772063778843,0.004654026290414226,0.24167624142633848
44,73,1,16,4,0.26731073940624583,0.39244306652365957,0.6811452722916949
90,75,1,16,4,0.08850390915528054,0.11946438747878574,0.7408392661871464
55,51,1,16,4,0.0373098712864615,0.36023898189496606,0.10356977773532527
65,87,1,16,4,0.07569849083898524,0.1677844498672485,0.4511651163077275
105,27,2,32,8,0.025996904284846533,0.20592385797180635,0.13441744693770907
83,22,2,32,8,0.14819048202842033,0.31768203192826205,0.4104773973907596
111,31,1,16,4,0.2004271371027736,0.3189163684969465,0.6284629981439558
102,20,1,16,4,0.005112316921116986,0.23158457889958628,0.022075377149070263
104,60,1,16,4,0.057338413802835234,0.07452710049868294,0.7693632707990368
90,23,1,16,4,0.08759307101726173,0.1391447392470031,0.6295104758633432
63,79,1,16,4,0.005502619738275185,0.06280774336834583,0.0876105308545192
101,52,1,16,4,0.007580905213080214,0.016498606001782434,0.45948762048510083
64,97,1,16,4,0.24290018644284153,0.2700143270451729,0.8995825854907498
107,94,1,16,4,0.18082000383211602,0.2974532126423206,0.6078939347330135
109,57,2,32,8,0.07475269337347454,0.12947860147630585,0.48717374685000614
66,39,4,64,16,0.08555707357064106,0.15881742082168016,0.6032045461859066
121,74,1,16,4,0.023801487492898257,0.18819872649351943,0.1264699710585866
110,46,2,32,8,0.12731478756676903,0.22145839679555568,0.561560249368636
81,76,2,32,8,0.01785796977632998,0.11594122492826653,0.25246130860988103
106,51,1,16,4,0.16498632538781222,0.3240767118154375,0.5090965174991418
95,93,1,16,4,0.03510690439044912,0.2390940547635445,0.14683302947523558
57,20,1,16,4,0.07284190554408931,0.30333976448778976,0.24013305893834236
89,31,1,16,4,0.07565950825008462,0.19817284452238937,0.3817854481143943
95,24,1,16,4,0.08552947174935044,0.2275131514386226,0.37593198990267673
74,81,1,16,4,0.17296662538042162,0.35855783515030026,0.48239533047135197
63,58,3,48,12,0.11709015902580704,0.29058969208337554,0.4536637088566877
47,31,2,32,8,0.20366503659219695,0.33247665839163254,0.6685421303667483
86,68,2,32,8,0.17416720404744898,0.21037673256354772,0.7817630683138681
71,106,2,32,8,0.037210743270427324,0.08092549340451605,0.38642506954238165
52,92,3,48,12,0.09178774501886194,0.17954132633213624,0.5455424355669588
78,95,1,16,4,0.0051168329813578665,0.009244541230124526,0.5534977727920136
63,50,1,16,4,0.080529308216451,0.3679083866644848,0.21888413294011144
68,44,2,32,8,0.14011296195651837,0.322127156082721,0.5324930207012377
55,100,1,16,4,0.007717567568155236,0.13523229159580552,0.05706896982284526
113,72,2,32,8,0.13619779865378284,0.23278127028241435,0.5855785618250113
108,73,2,32,8,0.15963247989491142,0.21939202538038405,0.7274778205205124
105,55,1,16,4,0.0022251199664317877,0.014141748144508526,0.15734405277864028
73,41,1,16,4,0.03961328787688323,0.37344256260088127,0.1060759855571689
103,66,2,32,8,0.07171619561331738,0.12214657300338505,0.4830761845753222
114,102,2,32,8,0.20319496007237298,0.35348631566790223,0.5748212596245956
86,106,3,48,12,0.02814333529000972,0.04304391696061671,0.5536308786981176
108,84,2,32,8,0.08986236375597116,0.29400475973000173,0.37699669788331924
76,42,1,16,4,0.018437018561882516,0.3558275320112214,0.05181448005912337
78,61,2,32,8,0.054070939899201885,0.1194436040307405,0.4146159030168173
98,105,1,16,4,0.290900791401148,0.35775500580147934,0.8131285004648428
91,51,1,16,4,0.01904037768943666,0.17639349584887531,0.10794262905107033
76,27,1,16,4,0.0221673274101526,0.09678026761297165,0.2290480069635752
88,50,2,32,8,0.12877744145170236,0.2999019482993506,0.4308381350202053
52,56,3,48,12,0.08310841382281288,0.1353692179310452,0.5308361286446682
79,73,1,16,4,0.03681150324071281,0.07419923511821658,0.49611701767630834
101,103,1,16,4,0.030309241302615048,0.06101601699090864,0.4967423767947867
74,100,1,16,4,0.2080184313678154,0.39517515654042956,0.526395518354235
58,47,1,16,4,0.00507336846099028,0.016959941980366544,0.2991383146748614
45,44,2,32,8,0.1650680774566347,0.23164107094851616,0.7344521388788032
70,107,2,32,8,0.1092036816696552,0.21862087814380793,0.48129299808771275
116,77,1,16,4,0.021324163125779606,0.10656621939041244,0.2001024644372258
46,34,1,16,4,0.1420793129192151,0.18558097259271822,0.7655920266730512
47,77,4,64,16,0.11368885093223396,0.19381342225813114,0.5150874927289684
59,40,1,16,4,0.004080838765239312,0.18849444791251813,0.02164964968694072
97,59,2,32,8,0.007851985526227118,0.12970790303784696,0.061155855662521574
58,68,1,16,4,0.24944493631885947,0.2769291920124086,0.9007534904723311
108,96,2,32,8,0.07153577220154865,0.25845437984233666,0.271867031126348
59,38,1,16,4,0.003350057778276611,0.03138671938258408,0.10673488163708811
80,98,1,16,4,0.017119196207765808,0.021584030051776892,0.7931417889383674
116,27,1,16,4,0.27002593561859284,0.39382534760687116,0.6856489488536965
59,27,1,16,4,0.1451989760358724,0.25676641741195194,0.5654905244205573
61,42,1,16,4,0.09044481830528384,0.3994036690415994,0.2264496430949503
81,92,1,16,4,0.11931054082764614,0.3076121930536626,0.3878602458610363
52,106,2,32,8,0.07731055096831044,0.09744498440935345,0.5813944566374756
52,51,1,16,4,0.09864271557890411,0.331717176922242,0.29736993572095605
88,33,1,16,4,0.005108023651489725,0.0706884934680625,0.0722610343053578
99,23,1,16,4,0.06809727998767912,0.18191837941282385,0.3743287523090082
113,37,2,32,8,0.06723184533663512,0.2311274273997781,0.3455773544172871
72,24,1,16,4,0.11303182098283168,0.3172451913495351,0.3562916761701054
85,19,2,32,8,0.13459451688122176,0.186332521501817,0.6555588949358899
114,72,2,32,8,0.05911330508943699,0.21423141845599947,0.21425464414036277
60,76,2,32,8,0.05429961513059878,0.19120610350689216,0.4491870302716441
89,76,1,16,4,0.03476487559217249,0.12604357111253606,0.2758163330768628
98,52,1,16,4,0.00020645680729964,0.0009823583499990463,0.21016445505842185
94,49,3,48,12,0.031624600594455224,0.09516414249305605,0.44882429154544745
99,64,1,16,4,0.22617656381603407,0.2644367850676268,0.8553143003844639
76,54,2,32,8,0.013302494729345707,0.03090463056605408,0.44506268404671356
99,44,1,16,4,0.14757067611396807,0.19700008506889422,0.7490894029937101
103,67,1,16,4,0.1852450497977574,0.29865559395634733,0.620263117605738
82,91,1,16,4,0.30732498878812714,0.34309278493409856,0.8957489119077753
116,74,3,48,12,0.030904850369276853,0.15198777517382744,0.31585473611625997
98,66,1,16,4,0.07199268556112937,0.2068412385089733,0.3480576991324007
67,105,2,32,8,0.041769758220813025,0.32923074748020653,0.1252572614079881
101,76,1,16,4,0.014744268657350765,0.01829246330519929,0.8060296971135639
102,89,1,16,4,0.032800795008800475,0.10462986318004219,0.31349362420897364
71,99,3,48,12,0.11085264815345357,0.1572956058696023,0.6296844938868956
54,31,1,16,4,0.3726431719685641,0.3773207016906106,0.9876033048250772
73,32,2,32,8,0.02414891022128672,0.11308856834024184,0.13903569564613782
51,84,3,48,12,0.20137360744874733,0.24176242347985047,0.7939819708244347
91,50,1,16,4,0.09312704036213479,0.29270862594403724,0.31815611877437355
92,25,1,16,4,0.007444643411993087,0.24781660513376647,0.03004093857219381
90,33,2,32,8,0.2219058312345119,0.3326664877800405,0.6579258808542292
70,70,1,16,4,0.09196838678915238,0.1819210579752717,0.5055400832247443
61,33,1,16,4,0.0854185817454704,0.1652601285441131,0.5168735042020103
98,85,1,16,4,0.0018167756878080458,0.050864413357983196,0.03571801123550955
86,91,1,16,4,0.03726634048910322,0.2048192435889291,0.18194745687029545
59,31,3,48,12,0.1363819147503477,0.3025173066876148,0.4720131996066102
89,104,4,64,16,0.2036450380771978,0.2676499247378725,0.7017424075362069
111,42,2,32,8,0.04730336906431797,0.0675887898444314,0.7828690990798854
101,65,1,16,4,0.12225398162928777,0.23718686217042872,0.5154331926759212
117,101,3,48,12,0.012094961441317711,0.24625130101706313,0.14222132688367375
60,94,2,32,8,0.11312682702130275,0.25836324138529054,0.40820549347562896
73,35,3,48,12,0.038782546754618945,0.14118917821072477,0.3467147998074598
47,106,1,16,4,0.17729929771633854,0.3660625691360977,0.48434151061869635
