datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset0001;1;2.25;1.5;6.0;3.75;7.0;0.0;0.05313333333333333;43;5680
dataset0001;2;2.25;6.25;6.0;8.5;7.0;3.25;0.04973333333333333;135;6832
dataset0001;3;2.25;4.5;3.5;5.5;5.75;3.375;0.05076666666666667;47;7657
dataset0001;4;2.25;4.5;7.25;5.5;9.5;0.0;0.05006666666666667;39;6649
dataset0001;5;2.15;3.85;6.0;6.0;7.0;0.8500000000000001;0.05073333333333333;76;8426
dataset0001;1;2.5;1.5;3.5;2.5;6.0;0.0;0.061;37;5774
dataset0001;2;2.5;7.5;3.5;8.5;6.0;9.0;0.051866666666666665;66;4818
dataset0001;3;2.5;1.5;7.0;2.5;9.5;0.5;0.054033333333333336;53;3931
dataset0001;4;2.5;7.5;7.0;8.5;9.5;0.0;0.04716666666666667;43;4899
dataset0001;5;2.5;4.0;6.0;6.5;7.0;1.0;0.0606;63;10409
dataset0003;1;1.0;2.0;8.0;3.0;9.0;1.0;0.030701023367445582;1367;2010
dataset0003;2;1.0;3.0;7.0;4.0;8.0;0.0;0.03286776225874196;102;5732
dataset0003;3;1.0;4.0;6.0;5.0;7.0;1.0;0.03133437781259375;155;2912
dataset0003;4;1.0;5.0;5.0;6.0;6.0;4.0;0.03003433447781593;54;2810
dataset0003;5;1.0;6.0;4.0;7.0;5.0;9.0;0.030701023367445582;85;3776
dataset0003;1;0.5;6.5;3.5;7.5;4.0;14.0;0.015167172239074636;50;1914
dataset0003;2;0.5;6.5;4.5;7.5;5.0;10.5;0.018600620020667355;81;2882
dataset0003;3;0.5;6.5;5.5;7.5;6.0;7.0;0.018000600020000666;111;1970
dataset0003;4;0.5;6.5;6.5;7.5;7.0;3.5;0.01726724224140805;61;1930
dataset0003;5;0.5;6.5;7.5;7.5;8.0;-0.0;0.01633387779592653;71;2919
dataset0003;1;2.0;2.0;4.0;4.0;5.0;0.0;0.05780192673089103;66;5832
dataset0003;2;2.0;6.0;4.0;8.0;5.0;9.0;0.058935297843261444;57;4762
dataset0003;3;2.0;2.0;8.0;4.0;9.0;1.0;0.05826860895363179;73;4866
dataset0003;4;2.0;6.0;8.0;8.0;9.0;0.0;0.05966865562185406;86;4761
dataset0003;5;2.0;4.5;5.5;5.5;7.5;0.75;0.05656855228507617;51;4787
dataset0003;1;1.5;3.5;3.5;4.5;5.0;1.5;0.04253475115837194;43;2755
dataset0003;2;1.5;3.5;4.5;4.5;6.0;1.0;0.04563485449514984;47;4714
dataset0003;3;1.5;3.5;5.5;4.5;7.0;0.5;0.04563485449514984;53;3715
dataset0003;4;1.5;3.5;6.5;4.5;8.0;-0.0;0.046334877829260976;41;4649
dataset0003;5;1.5;3.5;7.5;4.5;9.0;0.0;0.045068168938964634;82;2856
dataset0003;1;0.75;2.5;8.75;3.5;9.5;0.125;0.022067402246741558;29;2870
dataset0003;2;0.75;2.5;7.75;3.5;8.5;0.25;0.024334144471482383;64;2973
dataset0003;3;0.75;2.5;6.75;3.5;7.5;0.0;0.023867462248741624;87;4746
dataset0003;4;0.75;2.5;5.75;3.5;6.5;0.0;0.025200840028000934;61;3843
dataset0003;5;0.75;2.5;4.75;3.5;5.5;0.0;0.023867462248741624;44;4785
dataset0003;1;1.75;5.5;7.75;6.5;9.5;0.0;0.050501683389446314;40;3803
dataset0003;2;1.75;5.5;6.75;6.5;8.5;0.0;0.050868362278742627;38;7580
dataset0003;3;1.75;5.5;5.75;6.5;7.5;1.25;0.049268308943631454;53;8556
dataset0003;4;1.75;5.5;4.75;6.5;6.5;3.75;0.05103503450115004;79;7695
dataset0003;5;1.75;5.5;3.75;6.5;5.5;6.25;0.05140171339044635;24;5740
dataset0003;1;0.25;2.25;6.0;2.5;7.0;0.0;0.011333711123704123;63;4119
dataset0003;2;0.25;2.5;6.0;2.75;7.0;0.0;0.010233674455815195;27;3098
dataset0003;3;0.25;7.25;6.0;7.5;7.0;4.25;0.010033667788926297;31;1930
dataset0003;4;0.25;7.5;6.0;7.75;7.0;4.5;0.011067035567852261;29;2889
dataset0003;5;0.25;5.25;6.0;5.5;7.0;2.25;0.010633687789592986;47;1943
dataset0003;1;1.25;1.5;3.5;2.75;4.5;0.0;0.03263442114737158;73;3077
dataset0003;2;1.25;2.5;4.5;3.75;5.5;0.0;0.03766792226407547;81;4785
dataset0003;3;1.25;3.5;5.5;4.75;6.5;0.75;0.038101270042334746;36;3715
dataset0003;4;1.25;4.5;6.5;5.75;7.5;0.75;0.03656788559618654;34;5619
dataset0003;5;1.25;5.5;7.5;6.75;8.5;0.0;0.037901263375445846;29;3803
dataset0003;1;2.25;1.5;6.0;3.75;7.0;0.0;0.0628687622920764;54;5891
dataset0003;2;2.25;6.25;6.0;8.5;7.0;3.25;0.06520217340578019;53;3783
dataset0003;3;2.25;4.5;3.5;5.5;5.75;3.375;0.062368745624854165;42;3956
dataset0003;4;2.25;4.5;7.25;5.5;9.5;0.0;0.0632687756258542;32;4729
dataset0003;5;2.15;3.85;6.0;6.0;7.0;0.8500000000000001;0.06086869562318744;22;4734
dataset0003;1;2.5;1.5;3.5;2.5;6.0;0.0;0.06660222007400246;33;4087
dataset0003;2;2.5;7.5;3.5;8.5;6.0;9.0;0.06670222340744691;37;4881
dataset0003;3;2.5;1.5;7.0;2.5;9.5;0.5;0.06450215007166905;49;3037
dataset0003;4;2.5;7.5;7.0;8.5;9.5;0.0;0.06853561785392846;33;4735
dataset0003;5;2.5;4.0;6.0;6.5;7.0;1.0;0.07073569118970632;25;5736
