datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset2;5;1.5;7.5;11.0;8.5;12.5;0.0;0.056225;58;40372
dataset2;1;0.75;6.5;12.25;7.5;13.0;0.125;0.02758;44;26162
dataset2;2;0.75;6.5;11.25;7.5;12.0;0.25;0.03315;64;39694
dataset2;3;0.75;6.5;10.25;7.5;11.0;0.0;0.032825;45;66054
dataset2;4;0.75;6.5;9.25;7.5;10.0;0.0;0.03221;37;52522
dataset2;5;0.75;6.5;8.25;7.5;9.0;0.0;0.03278;40;39999
dataset2;1;1.75;9.5;11.25;10.5;13.0;0.0;0.05851;61;40794
dataset2;2;1.75;9.5;10.25;10.5;12.0;0.0;0.063535;45;81407
dataset2;3;1.75;9.5;9.25;10.5;11.0;1.25;0.06294;42;81648
dataset2;4;1.75;9.5;8.25;10.5;10.0;3.75;0.063125;35;81036
dataset2;5;1.75;9.5;7.25;10.5;9.0;6.25;0.06264;53;54178
dataset2;1;0.25;6.25;9.5;6.5;10.5;0.0;0.016935;67;52522
dataset2;2;0.25;6.5;9.5;6.75;10.5;0.0;0.01704;45;52522
dataset2;3;0.25;11.25;9.5;11.5;10.5;4.25;0.01702;61;66292
dataset2;4;0.25;11.5;9.5;11.75;10.5;4.5;0.017015;59;66292
dataset2;5;0.25;9.25;9.5;9.5;10.5;2.25;0.017175;36;68116
dataset2;1;1.25;5.5;7.0;6.75;8.0;0.0;0.038625;58;39999
dataset2;2;1.25;6.5;8.0;7.75;9.0;0.0;0.048265;38;53754
dataset2;3;1.25;7.5;9.0;8.75;10.0;0.75;0.04789;65;41114
dataset2;4;1.25;8.5;10.0;9.75;11.0;0.75;0.0482;44;67871
dataset2;5;1.25;9.5;11.0;10.75;12.0;0.0;0.048275;35;53917
dataset2;1;2.25;5.5;9.5;7.75;10.5;0.0;0.073975;35;66277
dataset2;2;2.25;10.25;9.5;12.5;10.5;3.25;0.07433;35;66292
dataset2;3;2.25;8.5;7.0;9.5;9.25;3.375;0.074995;65;67913
dataset2;4;2.25;8.5;10.75;9.5;13.0;0.0;0.074205;61;81369
dataset2;5;2.1500000000000004;7.85;9.5;10.0;10.5;0.8499999999999996;0.07616;44;82352
dataset2;1;5.0;5.5;7.0;7.5;9.5;0.0;0.135475;46;39999
dataset2;2;2.5;11.5;7.0;12.5;9.5;9.0;0.072275;54;53640
dataset2;3;5.0;5.5;10.5;7.5;13.0;1.0;0.13603;57;52817
dataset2;4;2.5;11.5;10.5;12.5;13.0;0.0;0.07287;46;53524
dataset2;5;2.5;8.0;9.5;10.5;10.5;1.0;0.08709;65;82352
dataset3;1;1.0;10.0;8.0;11.0;9.0;1.0;0.03184666666666667;1316;29239
dataset3;2;1.0;11.0;7.0;12.0;8.0;0.0;0.031836666666666666;101;56196
dataset3;3;1.0;12.0;6.0;13.0;7.0;1.0;0.03142333333333333;85;55090
dataset3;4;1.0;13.0;5.0;14.0;6.0;4.0;0.030793333333333332;97;71370
dataset3;5;1.0;14.0;4.0;15.0;5.0;9.0;0.031516666666666665;77;29122
dataset3;1;0.5;14.5;3.5;15.5;4.0;14.0;0.01557;49;28485
dataset3;2;0.5;14.5;4.5;15.5;5.0;10.5;0.0183;127;43272
dataset3;3;0.5;14.5;5.5;15.5;6.0;7.0;0.01859;89;70398
dataset3;4;0.5;14.5;6.5;15.5;7.0;3.5;0.01809;103;29000
dataset3;5;0.5;14.5;7.5;15.5;8.0;-0.0;0.018323333333333334;59;43803
dataset3;1;2.0;10.0;4.0;12.0;5.0;0.0;0.05929;58;57649
dataset3;2;2.0;14.0;4.0;16.0;5.0;9.0;0.059726666666666664;70;43272
dataset3;3;2.0;10.0;8.0;12.0;9.0;1.0;0.06059;72;42422
dataset3;4;2.0;14.0;8.0;16.0;9.0;0.0;0.05997;65;56830
dataset3;5;2.0;12.5;5.5;13.5;7.5;0.75;0.05713;83;56526
dataset3;1;1.5;11.5;3.5;12.5;5.0;1.5;0.04175;75;43149
dataset3;2;1.5;11.5;4.5;12.5;6.0;1.0;0.04457666666666667;62;112637
dataset3;3;1.5;11.5;5.5;12.5;7.0;0.5;0.04484333333333333;84;97790
dataset3;4;1.5;11.5;6.5;12.5;8.0;-0.0;0.045406666666666665;70;85838
dataset3;5;1.5;11.5;7.5;12.5;9.0;0.0;0.04481;55;85194
dataset3;1;0.75;10.5;8.75;11.5;9.5;0.125;0.022173333333333333;97;29239
dataset3;2;0.75;10.5;7.75;11.5;8.5;0.25;0.024886666666666668;46;43118
dataset3;3;0.75;10.5;6.75;11.5;7.5;0.0;0.025423333333333333;56;28277
dataset3;4;0.75;10.5;5.75;11.5;6.5;0.0;0.025126666666666665;63;28995
dataset3;5;0.75;10.5;4.75;11.5;5.5;0.0;0.024353333333333334;33;43514
dataset3;1;1.75;13.5;7.75;14.5;9.5;0.0;0.048736666666666664;56;43350
dataset3;2;1.75;13.5;6.75;14.5;8.5;0.0;0.050686666666666665;48;59295
dataset3;3;1.75;13.5;5.75;14.5;7.5;1.25;0.050486666666666666;53;100966
dataset3;4;1.75;13.5;4.75;14.5;6.5;3.75;0.051166666666666666;40;100014
dataset3;5;1.75;13.5;3.75;14.5;5.5;6.25;0.051756666666666666;64;57854
dataset3;1;0.25;10.25;6.0;10.5;7.0;0.0;0.01013;38;42874
dataset3;2;0.25;10.5;6.0;10.75;7.0;0.0;0.01038;49;42874
dataset3;3;0.25;15.25;6.0;15.5;7.0;4.25;0.00996;63;41461
dataset3;4;0.25;15.5;6.0;15.75;7.0;4.5;0.00985;35;41461
dataset3;5;0.25;13.25;6.0;13.5;7.0;2.25;0.01008;43;27310
dataset3;1;1.25;9.5;3.5;10.75;4.5;0.0;0.03420666666666667;55;28917
dataset3;2;1.25;10.5;4.5;11.75;5.5;0.0;0.03816;36;72246
dataset3;3;1.25;11.5;5.5;12.75;6.5;0.75;0.03811;39;83911
dataset3;4;1.25;12.5;6.5;13.75;7.5;0.75;0.03874333333333333;39;29642
dataset3;5;1.25;13.5;7.5;14.75;8.5;0.0;0.03841666666666667;33;59295
dataset3;1;1.5;9.5;6.0;11.0;7.0;0.0;0.045176666666666664;38;42874
dataset3;2;2.25;14.25;6.0;16.5;7.0;3.25;0.06563;37;55584
dataset3;3;2.25;12.5;3.5;13.5;5.75;3.375;0.06128666666666667;34;41193
dataset3;4;2.25;12.5;7.25;13.5;9.5;0.0;0.06164;35;43396
dataset3;5;2.1500000000000004;11.85;6.0;14.0;7.0;0.8499999999999996;0.06444666666666667;82;98217
dataset3;1;3.75;9.5;3.5;11.0;6.0;0.0;0.09579;67;57912
dataset3;2;2.5;15.5;3.5;16.5;6.0;9.0;0.06446;58;98856
dataset3;3;2.5;9.5;7.0;10.5;9.5;0.5;0.06440333333333334;86;42780
dataset3;4;2.5;15.5;7.0;16.5;9.5;0.0;0.06465666666666667;43;71680
dataset3;5;2.5;12.0;6.0;14.5;7.0;1.0;0.07449666666666667;51;69940
dataset4;1;1.0;6.0;15.0;7.0;16.0;1.0;0.04756;1753;12162
dataset4;2;1.0;7.0;14.0;8.0;15.0;0.0;0.04638;159;12829
dataset4;3;1.0;8.0;13.0;9.0;14.0;1.0;0.04582;122;21201
dataset4;4;1.0;9.0;12.0;10.0;13.0;4.0;0.0482;121;16901
dataset4;5;1.0;10.0;11.0;11.0;12.0;9.0;0.04488;138;12863
dataset4;1;0.5;10.5;10.5;11.5;11.0;14.0;0.02388;64;4201
dataset4;2;0.5;10.5;11.5;11.5;12.0;10.5;0.02636;52;12863
dataset4;3;0.5;10.5;12.5;11.5;13.0;7.0;0.02788;72;8662
dataset4;4;0.5;10.5;13.5;11.5;14.0;3.5;0.02838;82;17238
dataset4;5;0.5;10.5;14.5;11.5;15.0;-0.0;0.02866;70;13010
dataset4;1;2.0;6.0;11.0;8.0;12.0;0.0;0.07824;61;8401
dataset4;2;2.0;10.0;11.0;12.0;12.0;9.0;0.07524;62;12863
dataset4;3;2.0;6.0;15.0;8.0;16.0;1.0;0.07868;55;12162
dataset4;4;2.0;10.0;15.0;12.0;16.0;0.0;0.07684;122;12390
dataset4;5;2.0;8.5;12.5;9.5;14.5;0.75;0.08326;79;25670
dataset4;1;1.5;7.5;10.5;8.5;12.0;1.5;0.06094;67;7986
dataset4;2;1.5;7.5;11.5;8.5;13.0;1.0;0.06428;54;12467
dataset4;3;1.5;7.5;12.5;8.5;14.0;0.5;0.06188;63;21236
dataset4;4;1.5;7.5;13.5;8.5;15.0;-0.0;0.06426;63;16767
dataset4;5;1.5;7.5;14.5;8.5;16.0;0.0;0.06484;63;12583
dataset4;1;0.75;6.5;15.75;7.5;16.5;0.125;0.03278;34;12162
dataset4;2;0.75;6.5;14.75;7.5;15.5;0.25;0.03806;119;8348
dataset4;3;0.75;6.5;13.75;7.5;14.5;0.0;0.03504;53;16761
dataset4;4;0.75;6.5;12.75;7.5;13.5;0.0;0.03592;60;12298
dataset4;5;0.75;6.5;11.75;7.5;12.5;0.0;0.03686;61;12882
dataset4;1;1.75;9.5;14.75;10.5;16.5;0.0;0.06866;48;12390
dataset4;2;1.75;9.5;13.75;10.5;15.5;0.0;0.07364;67;16527
dataset4;3;1.75;9.5;12.75;10.5;14.5;1.25;0.07342;37;16527
dataset4;4;1.75;9.5;11.75;10.5;13.5;3.75;0.07438;43;12152
dataset4;5;1.75;9.5;10.75;10.5;12.5;6.25;0.0743;67;12152
dataset4;1;0.25;6.25;13.0;6.5;14.0;0.0;0.02396;41;16761
dataset4;2;0.25;6.5;13.0;6.75;14.0;0.0;0.0224;46;16761
dataset4;3;0.25;11.25;13.0;11.5;14.0;4.25;0.02276;55;12932
dataset4;4;0.25;11.5;13.0;11.75;14.0;4.5;0.02368;38;12932
dataset4;5;0.25;9.25;13.0;9.5;14.0;2.25;0.02364;39;16738
dataset4;1;1.25;5.5;10.5;6.75;11.5;0.0;0.04074;47;8401
dataset4;2;1.25;6.5;11.5;7.75;12.5;0.0;0.05484;38;12882
dataset4;3;1.25;7.5;12.5;8.75;13.5;0.75;0.0537;56;12467
dataset4;4;1.25;8.5;13.5;9.75;14.5;0.75;0.05484;33;21201
dataset4;5;1.25;9.5;14.5;10.75;15.5;0.0;0.0551;44;13010
dataset4;1;2.25;5.5;13.0;7.75;14.0;0.0;0.07694;40;16761
dataset4;2;2.25;10.25;13.0;12.5;14.0;3.25;0.07628;33;17238
dataset4;3;2.25;8.5;10.5;9.5;12.75;3.375;0.08562;50;21102
dataset4;4;2.25;8.5;14.25;9.5;16.5;0.0;0.0869;47;25015
dataset4;5;2.1500000000000004;7.85;13.0;10.0;14.0;0.8499999999999996;0.08148;59;21201
dataset4;1;2.5;5.5;10.5;6.5;13.0;0.0;0.07764;56;12882
dataset4;2;2.5;11.5;10.5;12.5;13.0;9.0;0.07828;38;12863
dataset4;3;2.5;5.5;14.0;6.5;16.5;0.5;0.0797;41;16643
dataset4;4;2.5;11.5;14.0;12.5;16.5;0.0;0.0781;39;16746
dataset4;5;2.5;8.0;13.0;10.5;14.0;1.0;0.09204;31;25471
